order_id,customer_id,payment,order_date,delivery_date,delivery_time,customer_name,gender,age,home_address,zip_code,city,state,country,status,age_group,sales_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description
142,237,53165,2021-06-15,2021-07-12,27.0,fulan 237,Prefer not to say,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Senior,673.0,1237.0,112.0,3.0,336.0,Trousers,Tracksuit Bottoms,M,yellow,91.0,80.0,"A yellow coloured, M sized, Tracksuit Bottoms Trousers"
142,237,53165,2021-06-15,2021-07-12,27.0,fulan 237,Prefer not to say,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Senior,674.0,712.0,119.0,1.0,119.0,Jacket,Trench Coat,M,yellow,112.0,54.0,"A yellow coloured, M sized, Trench Coat Jacket"
142,237,53165,2021-06-15,2021-07-12,27.0,fulan 237,Prefer not to say,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Senior,675.0,932.0,96.0,3.0,288.0,Trousers,Drawstring,M,blue,104.0,41.0,"A blue coloured, M sized, Drawstring Trousers"
142,237,53165,2021-06-15,2021-07-12,27.0,fulan 237,Prefer not to say,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Senior,676.0,630.0,93.0,3.0,279.0,Jacket,Coach,XS,red,115.0,71.0,"A red coloured, XS sized, Coach Jacket"
143,828,37187,2021-02-08,2021-02-11,3.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,677.0,740.0,109.0,2.0,218.0,Jacket,Peacoat,XS,orange,102.0,78.0,"A orange coloured, XS sized, Peacoat Jacket"
143,828,37187,2021-02-08,2021-02-11,3.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,678.0,94.0,118.0,2.0,236.0,Shirt,Flannel,XL,blue,96.0,61.0,"A blue coloured, XL sized, Flannel Shirt"
143,828,37187,2021-02-08,2021-02-11,3.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,679.0,1083.0,93.0,1.0,93.0,Trousers,Joggers,L,violet,94.0,60.0,"A violet coloured, L sized, Joggers Trousers"
143,828,37187,2021-02-08,2021-02-11,3.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,680.0,387.0,119.0,1.0,119.0,Shirt,Casual Slim Fit,M,red,113.0,67.0,"A red coloured, M sized, Casual Slim Fit Shirt"
143,828,37187,2021-02-08,2021-02-11,3.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,681.0,1123.0,102.0,3.0,306.0,Trousers,Cargo Pants,L,red,106.0,61.0,"A red coloured, L sized, Cargo Pants Trousers"
143,828,37187,2021-02-08,2021-02-11,3.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,682.0,837.0,117.0,1.0,117.0,Jacket,Shearling,M,violet,95.0,74.0,"A violet coloured, M sized, Shearling Jacket"
144,928,15762,2021-05-22,2021-05-28,6.0,fulan 928,Prefer not to say,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Adults,683.0,698.0,113.0,1.0,113.0,Jacket,Parka,L,violet,119.0,53.0,"A violet coloured, L sized, Parka Jacket"
144,928,15762,2021-05-22,2021-05-28,6.0,fulan 928,Prefer not to say,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Adults,684.0,295.0,105.0,3.0,315.0,Shirt,Cuban Collar,XS,green,93.0,63.0,"A green coloured, XS sized, Cuban Collar Shirt"
144,928,15762,2021-05-22,2021-05-28,6.0,fulan 928,Prefer not to say,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Adults,685.0,461.0,118.0,2.0,236.0,Jacket,Puffer,S,orange,110.0,69.0,"A orange coloured, S sized, Puffer Jacket"
144,928,15762,2021-05-22,2021-05-28,6.0,fulan 928,Prefer not to say,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Adults,686.0,680.0,113.0,2.0,226.0,Jacket,Parka,XS,green,119.0,75.0,"A green coloured, XS sized, Parka Jacket"
145,871,26358,2021-02-02,2021-02-10,8.0,fulan 871,Prefer not to say,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,687.0,1138.0,102.0,1.0,102.0,Trousers,Cargo Pants,L,green,106.0,42.0,"A green coloured, L sized, Cargo Pants Trousers"
145,871,26358,2021-02-02,2021-02-10,8.0,fulan 871,Prefer not to say,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,688.0,623.0,112.0,3.0,336.0,Jacket,Cardigan,L,indigo,118.0,40.0,"A indigo coloured, L sized, Cardigan Jacket"
145,871,26358,2021-02-02,2021-02-10,8.0,fulan 871,Prefer not to say,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,689.0,655.0,93.0,2.0,186.0,Jacket,Coach,XS,indigo,115.0,42.0,"A indigo coloured, XS sized, Coach Jacket"
145,871,26358,2021-02-02,2021-02-10,8.0,fulan 871,Prefer not to say,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,690.0,472.0,118.0,3.0,354.0,Jacket,Puffer,M,green,110.0,72.0,"A green coloured, M sized, Puffer Jacket"
146,912,22750,2021-08-30,2021-09-26,27.0,fulan 912,Prefer not to say,60,501 Nader RidgeApt. 355,7229,West John,Tasmania,Australia,Active,Adults,691.0,17.0,96.0,3.0,288.0,Shirt,Oxford Cloth,M,green,114.0,60.0,"A green coloured, M sized, Oxford Cloth Shirt"
146,912,22750,2021-08-30,2021-09-26,27.0,fulan 912,Prefer not to say,60,501 Nader RidgeApt. 355,7229,West John,Tasmania,Australia,Active,Adults,692.0,610.0,112.0,3.0,336.0,Jacket,Cardigan,XS,green,118.0,40.0,"A green coloured, XS sized, Cardigan Jacket"
147,818,20690,2021-09-28,2021-10-16,18.0,fulan 818,Prefer not to say,59,5085 Bergstrom MewsApt. 347,3302,West Eviebury,Western Australia,Australia,Active,Adults,693.0,1250.0,112.0,1.0,112.0,Trousers,Tracksuit Bottoms,XS,indigo,91.0,63.0,"A indigo coloured, XS sized, Tracksuit Bottoms Trousers"
148,573,14073,2021-01-14,2021-01-24,10.0,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,694.0,213.0,106.0,1.0,106.0,Shirt,Chambray,L,red,105.0,44.0,"A red coloured, L sized, Chambray Shirt"
148,573,14073,2021-01-14,2021-01-24,10.0,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,695.0,779.0,91.0,3.0,273.0,Jacket,Pullover,XL,orange,114.0,69.0,"A orange coloured, XL sized, Pullover Jacket"
148,573,14073,2021-01-14,2021-01-24,10.0,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,696.0,1214.0,105.0,3.0,315.0,Trousers,Pleated,XL,blue,90.0,55.0,"A blue coloured, XL sized, Pleated Trousers"
148,573,14073,2021-01-14,2021-01-24,10.0,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,697.0,220.0,106.0,3.0,318.0,Shirt,Chambray,XS,yellow,105.0,57.0,"A yellow coloured, XS sized, Chambray Shirt"
149,500,31490,2021-03-03,2021-03-14,11.0,fulan 500,Prefer not to say,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Senior,698.0,423.0,107.0,1.0,107.0,Jacket,Denim,L,red,92.0,63.0,"A red coloured, L sized, Denim Jacket"
149,500,31490,2021-03-03,2021-03-14,11.0,fulan 500,Prefer not to say,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Senior,699.0,549.0,98.0,3.0,294.0,Jacket,Leather,XL,blue,113.0,67.0,"A blue coloured, XL sized, Leather Jacket"
149,500,31490,2021-03-03,2021-03-14,11.0,fulan 500,Prefer not to say,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Senior,700.0,931.0,96.0,1.0,96.0,Trousers,Drawstring,S,blue,104.0,48.0,"A blue coloured, S sized, Drawstring Trousers"
149,500,31490,2021-03-03,2021-03-14,11.0,fulan 500,Prefer not to say,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Senior,701.0,380.0,94.0,2.0,188.0,Shirt,Henley,XS,violet,92.0,50.0,"A violet coloured, XS sized, Henley Shirt"
149,500,31490,2021-03-03,2021-03-14,11.0,fulan 500,Prefer not to say,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Senior,702.0,93.0,118.0,3.0,354.0,Shirt,Flannel,L,blue,96.0,44.0,"A blue coloured, L sized, Flannel Shirt"
150,462,34428,2021-06-22,2021-06-27,5.0,fulan 462,Prefer not to say,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,703.0,736.0,109.0,1.0,109.0,Jacket,Peacoat,S,red,102.0,67.0,"A red coloured, S sized, Peacoat Jacket"
150,462,34428,2021-06-22,2021-06-27,5.0,fulan 462,Prefer not to say,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,704.0,1110.0,115.0,3.0,345.0,Trousers,Cropped,XS,indigo,99.0,55.0,"A indigo coloured, XS sized, Cropped Trousers"
150,462,34428,2021-06-22,2021-06-27,5.0,fulan 462,Prefer not to say,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,705.0,263.0,95.0,3.0,285.0,Shirt,Polo,L,green,117.0,68.0,"A green coloured, L sized, Polo Shirt"
150,462,34428,2021-06-22,2021-06-27,5.0,fulan 462,Prefer not to say,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,706.0,234.0,106.0,2.0,212.0,Shirt,Chambray,XL,blue,105.0,43.0,"A blue coloured, XL sized, Chambray Shirt"
151,357,24626,2021-08-08,2021-09-01,24.0,fulan 357,Prefer not to say,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,707.0,772.0,91.0,1.0,91.0,Jacket,Pullover,M,red,114.0,55.0,"A red coloured, M sized, Pullover Jacket"
151,357,24626,2021-08-08,2021-09-01,24.0,fulan 357,Prefer not to say,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,708.0,842.0,113.0,2.0,226.0,Trousers,Chinos,M,red,100.0,54.0,"A red coloured, M sized, Chinos Trousers"
151,357,24626,2021-08-08,2021-09-01,24.0,fulan 357,Prefer not to say,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,709.0,287.0,105.0,3.0,315.0,Shirt,Cuban Collar,M,orange,93.0,49.0,"A orange coloured, M sized, Cuban Collar Shirt"
151,357,24626,2021-08-08,2021-09-01,24.0,fulan 357,Prefer not to say,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,710.0,992.0,106.0,1.0,106.0,Trousers,Wool,M,yellow,111.0,43.0,"A yellow coloured, M sized, Wool Trousers"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,711.0,246.0,95.0,1.0,95.0,Shirt,Polo,S,red,117.0,60.0,"A red coloured, S sized, Polo Shirt"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,712.0,731.0,119.0,1.0,119.0,Jacket,Trench Coat,S,violet,112.0,69.0,"A violet coloured, S sized, Trench Coat Jacket"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,713.0,490.0,102.0,1.0,102.0,Jacket,Windbreaker,XS,red,109.0,79.0,"A red coloured, XS sized, Windbreaker Jacket"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,714.0,897.0,94.0,1.0,94.0,Trousers,Cords,M,blue,113.0,47.0,"A blue coloured, M sized, Cords Trousers"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,715.0,537.0,98.0,3.0,294.0,Jacket,Leather,M,yellow,113.0,77.0,"A yellow coloured, M sized, Leather Jacket"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,716.0,904.0,94.0,3.0,282.0,Trousers,Cords,XL,indigo,113.0,70.0,"A indigo coloured, XL sized, Cords Trousers"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,717.0,1230.0,112.0,1.0,112.0,Trousers,Tracksuit Bottoms,XS,orange,91.0,57.0,"A orange coloured, XS sized, Tracksuit Bottoms Trousers"
152,320,24866,2021-03-09,2021-03-12,3.0,fulan 320,Prefer not to say,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,718.0,1188.0,99.0,2.0,198.0,Trousers,High-Waisted,L,violet,98.0,68.0,"A violet coloured, L sized, High-Waisted Trousers"
153,727,49677,2021-10-21,2021-11-17,27.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,719.0,542.0,98.0,3.0,294.0,Jacket,Leather,M,green,113.0,45.0,"A green coloured, M sized, Leather Jacket"
153,727,49677,2021-10-21,2021-11-17,27.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,720.0,698.0,113.0,1.0,113.0,Jacket,Parka,L,violet,119.0,53.0,"A violet coloured, L sized, Parka Jacket"
153,727,49677,2021-10-21,2021-11-17,27.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,721.0,769.0,109.0,3.0,327.0,Jacket,Peacoat,XL,violet,102.0,42.0,"A violet coloured, XL sized, Peacoat Jacket"
153,727,49677,2021-10-21,2021-11-17,27.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,722.0,989.0,106.0,2.0,212.0,Trousers,Wool,XL,orange,111.0,56.0,"A orange coloured, XL sized, Wool Trousers"
153,727,49677,2021-10-21,2021-11-17,27.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,723.0,1188.0,99.0,3.0,297.0,Trousers,High-Waisted,L,violet,98.0,68.0,"A violet coloured, L sized, High-Waisted Trousers"
153,727,49677,2021-10-21,2021-11-17,27.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,724.0,1235.0,112.0,3.0,336.0,Trousers,Tracksuit Bottoms,XS,yellow,91.0,76.0,"A yellow coloured, XS sized, Tracksuit Bottoms Trousers"
154,674,49994,2021-10-17,2021-11-07,21.0,fulan 674,Prefer not to say,36,5420 Amelia IslandSuite 286,4389,Goodwinmouth,South Australia,Australia,Active,Adults,725.0,347.0,109.0,1.0,109.0,Shirt,Mandarin Collar,M,violet,108.0,76.0,"A violet coloured, M sized, Mandarin Collar Shirt"
154,674,49994,2021-10-17,2021-11-07,21.0,fulan 674,Prefer not to say,36,5420 Amelia IslandSuite 286,4389,Goodwinmouth,South Australia,Australia,Active,Adults,726.0,1043.0,90.0,1.0,90.0,Trousers,Relaxed Leg,L,indigo,95.0,48.0,"A indigo coloured, L sized, Relaxed Leg Trousers"
154,674,49994,2021-10-17,2021-11-07,21.0,fulan 674,Prefer not to say,36,5420 Amelia IslandSuite 286,4389,Goodwinmouth,South Australia,Australia,Active,Adults,727.0,174.0,91.0,1.0,91.0,Shirt,Linen,XL,violet,116.0,73.0,"A violet coloured, XL sized, Linen Shirt"
154,674,49994,2021-10-17,2021-11-07,21.0,fulan 674,Prefer not to say,36,5420 Amelia IslandSuite 286,4389,Goodwinmouth,South Australia,Australia,Active,Adults,728.0,630.0,93.0,2.0,186.0,Jacket,Coach,XS,red,115.0,71.0,"A red coloured, XS sized, Coach Jacket"
154,674,49994,2021-10-17,2021-11-07,21.0,fulan 674,Prefer not to say,36,5420 Amelia IslandSuite 286,4389,Goodwinmouth,South Australia,Australia,Active,Adults,729.0,625.0,112.0,2.0,224.0,Jacket,Cardigan,XS,violet,118.0,40.0,"A violet coloured, XS sized, Cardigan Jacket"
155,834,11166,2021-06-30,2021-07-18,18.0,fulan 834,Prefer not to say,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,Active,Adults,730.0,512.0,102.0,1.0,102.0,Jacket,Windbreaker,M,blue,109.0,70.0,"A blue coloured, M sized, Windbreaker Jacket"
156,727,37878,2021-07-10,2021-07-29,19.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,731.0,1253.0,112.0,1.0,112.0,Trousers,Tracksuit Bottoms,L,indigo,91.0,50.0,"A indigo coloured, L sized, Tracksuit Bottoms Trousers"
156,727,37878,2021-07-10,2021-07-29,19.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,732.0,1155.0,99.0,2.0,198.0,Trousers,High-Waisted,XS,red,98.0,74.0,"A red coloured, XS sized, High-Waisted Trousers"
156,727,37878,2021-07-10,2021-07-29,19.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,733.0,438.0,107.0,2.0,214.0,Jacket,Denim,L,green,92.0,52.0,"A green coloured, L sized, Denim Jacket"
156,727,37878,2021-07-10,2021-07-29,19.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,734.0,719.0,119.0,1.0,119.0,Jacket,Trench Coat,xl,green,112.0,53.0,"A green coloured, XL sized, Trench Coat Jacket"
156,727,37878,2021-07-10,2021-07-29,19.0,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,735.0,470.0,118.0,3.0,354.0,Jacket,Puffer,XS,green,110.0,41.0,"A green coloured, XS sized, Puffer Jacket"
157,909,17955,2021-04-07,2021-04-17,10.0,fulan 909,Prefer not to say,62,976 Murray Station StApt. 036,3227,Langfort,Tasmania,Australia,Active,Adults,736.0,918.0,96.0,3.0,288.0,Trousers,Drawstring,L,orange,104.0,54.0,"A orange coloured, L sized, Drawstring Trousers"
157,909,17955,2021-04-07,2021-04-17,10.0,fulan 909,Prefer not to say,62,976 Murray Station StApt. 036,3227,Langfort,Tasmania,Australia,Active,Adults,737.0,585.0,100.0,1.0,100.0,Jacket,Bomber,XS,indigo,90.0,59.0,"A indigo coloured, XS sized, Bomber Jacket"
157,909,17955,2021-04-07,2021-04-17,10.0,fulan 909,Prefer not to say,62,976 Murray Station StApt. 036,3227,Langfort,Tasmania,Australia,Active,Adults,738.0,493.0,102.0,2.0,204.0,Jacket,Windbreaker,L,red,109.0,40.0,"A red coloured, L sized, Windbreaker Jacket"
157,909,17955,2021-04-07,2021-04-17,10.0,fulan 909,Prefer not to say,62,976 Murray Station StApt. 036,3227,Langfort,Tasmania,Australia,Active,Adults,739.0,442.0,107.0,1.0,107.0,Jacket,Denim,M,blue,92.0,61.0,"A blue coloured, M sized, Denim Jacket"
158,828,14010,2021-07-13,2021-08-04,22.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,740.0,1173.0,99.0,2.0,198.0,Trousers,High-Waisted,L,green,98.0,75.0,"A green coloured, L sized, High-Waisted Trousers"
158,828,14010,2021-07-13,2021-08-04,22.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,741.0,975.0,97.0,2.0,194.0,Trousers,Slim-Fit,XS,violet,119.0,70.0,"A violet coloured, XS sized, Slim-Fit Trousers"
158,828,14010,2021-07-13,2021-08-04,22.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,742.0,238.0,106.0,1.0,106.0,Shirt,Chambray,L,indigo,105.0,79.0,"A indigo coloured, L sized, Chambray Shirt"
158,828,14010,2021-07-13,2021-08-04,22.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,743.0,130.0,92.0,2.0,184.0,Shirt,Denim,XS,indigo,115.0,79.0,"A indigo coloured, XS sized, Denim Shirt"
158,828,14010,2021-07-13,2021-08-04,22.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,744.0,257.0,95.0,2.0,190.0,Shirt,Polo,M,yellow,117.0,52.0,"A yellow coloured, M sized, Polo Shirt"
158,828,14010,2021-07-13,2021-08-04,22.0,fulan 828,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,745.0,100.0,118.0,3.0,354.0,Shirt,Flannel,XS,violet,96.0,72.0,"A violet coloured, XS sized, Flannel Shirt"
159,208,12449,2021-09-05,2021-09-13,8.0,fulan 208,Prefer not to say,71,814 Jayden MewsSuite 958,994,Josephland,South Australia,Australia,Active,Senior,746.0,118.0,92.0,2.0,184.0,Shirt,Denim,L,yellow,115.0,75.0,"A yellow coloured, L sized, Denim Shirt"
159,208,12449,2021-09-05,2021-09-13,8.0,fulan 208,Prefer not to say,71,814 Jayden MewsSuite 958,994,Josephland,South Australia,Australia,Active,Senior,747.0,172.0,91.0,2.0,182.0,Shirt,Linen,M,violet,116.0,44.0,"A violet coloured, M sized, Linen Shirt"
159,208,12449,2021-09-05,2021-09-13,8.0,fulan 208,Prefer not to say,71,814 Jayden MewsSuite 958,994,Josephland,South Australia,Australia,Active,Senior,748.0,209.0,98.0,2.0,196.0,Shirt,Camp Collared,XL,violet,112.0,40.0,"A violet coloured, XL sized, Camp Collared Shirt"
159,208,12449,2021-09-05,2021-09-13,8.0,fulan 208,Prefer not to say,71,814 Jayden MewsSuite 958,994,Josephland,South Australia,Australia,Active,Senior,749.0,410.0,119.0,3.0,357.0,Shirt,Casual Slim Fit,XS,indigo,113.0,57.0,"A indigo coloured, XS sized, Casual Slim Fit Shirt"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,750.0,765.0,109.0,1.0,109.0,Jacket,Peacoat,XS,violet,102.0,54.0,"A violet coloured, XS sized, Peacoat Jacket"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,751.0,117.0,92.0,1.0,92.0,Shirt,Denim,M,yellow,115.0,67.0,"A yellow coloured, M sized, Denim Shirt"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,752.0,94.0,118.0,1.0,118.0,Shirt,Flannel,XL,blue,96.0,61.0,"A blue coloured, XL sized, Flannel Shirt"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,753.0,1213.0,105.0,1.0,105.0,Trousers,Pleated,L,blue,90.0,79.0,"A blue coloured, L sized, Pleated Trousers"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,754.0,437.0,107.0,2.0,214.0,Jacket,Denim,M,green,92.0,79.0,"A green coloured, M sized, Denim Jacket"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,755.0,1102.0,115.0,1.0,115.0,Trousers,Cropped,M,green,99.0,65.0,"A green coloured, M sized, Cropped Trousers"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,756.0,122.0,92.0,2.0,184.0,Shirt,Denim,M,green,115.0,66.0,"A green coloured, M sized, Denim Shirt"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,757.0,878.0,94.0,2.0,188.0,Trousers,Cords,L,red,113.0,53.0,"A red coloured, L sized, Cords Trousers"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,758.0,134.0,92.0,3.0,276.0,Shirt,Denim,XL,indigo,115.0,58.0,"A indigo coloured, XL sized, Denim Shirt"
160,725,41442,2021-07-31,2021-08-06,6.0,fulan 725,Prefer not to say,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,Active,Youth,759.0,951.0,97.0,1.0,97.0,Trousers,Slim-Fit,S,orange,119.0,55.0,"A orange coloured, S sized, Slim-Fit Trousers"
161,566,45840,2021-03-22,2021-04-11,20.0,fulan 566,Male,23,95 Rice Station StSuite 985,2919,O'keefeton,Tasmania,Australia,Active,Youth,760.0,48.0,104.0,2.0,208.0,Shirt,Dress,L,yellow,119.0,56.0,"A yellow coloured, L sized, Dress Shirt"
161,566,45840,2021-03-22,2021-04-11,20.0,fulan 566,Male,23,95 Rice Station StSuite 985,2919,O'keefeton,Tasmania,Australia,Active,Youth,761.0,1177.0,99.0,2.0,198.0,Trousers,High-Waisted,M,blue,98.0,52.0,"A blue coloured, M sized, High-Waisted Trousers"
161,566,45840,2021-03-22,2021-04-11,20.0,fulan 566,Male,23,95 Rice Station StSuite 985,2919,O'keefeton,Tasmania,Australia,Active,Youth,762.0,936.0,96.0,1.0,96.0,Trousers,Drawstring,S,indigo,104.0,46.0,"A indigo coloured, S sized, Drawstring Trousers"
161,566,45840,2021-03-22,2021-04-11,20.0,fulan 566,Male,23,95 Rice Station StSuite 985,2919,O'keefeton,Tasmania,Australia,Active,Youth,763.0,1041.0,90.0,2.0,180.0,Trousers,Relaxed Leg,S,indigo,95.0,40.0,"A indigo coloured, S sized, Relaxed Leg Trousers"
161,566,45840,2021-03-22,2021-04-11,20.0,fulan 566,Male,23,95 Rice Station StSuite 985,2919,O'keefeton,Tasmania,Australia,Active,Youth,764.0,483.0,118.0,2.0,236.0,Jacket,Puffer,L,indigo,110.0,61.0,"A indigo coloured, L sized, Puffer Jacket"
